id,slug,nom,prix,description,categorie,restaurant_id,calories,temps_preparation_min,vegetarien,vegan,epice,allergenes,disponible,image,created_at
68,pizza-hawaienne,Pizza Hawaïenne,12.9,"Base sauce tomate, mozzarella, jambon blanc, ananas frais et origan. Le classique sucré-salé qui divise.",Dessert,113,237,13,false,false,false,Œufs;Fruits à coque,true,https://images.unsplash.com/photo-1564671165093-20688ff1fffa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHw4fHxtZWFsfGVufDB8fHx8MTc1OTk0NTkwNHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
69,poke-bowl-vegetarien,Poké Bowl Végétarien,13.9,"Riz sushi, tofu mariné, avocat, edamame, chou rouge, concombre, mangue, graines et sauce soja-sésame.",Burger,112,349,27,true,true,true,Céleri;Œufs,true,https://images.unsplash.com/photo-1572424117831-005b5e9b3ae4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHw5fHxtZWFsfGVufDB8fHx8MTc1OTk0NTkwNHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
70,bavette-a-lechalote,Bavette à l'Échalote,18.5,"Bavette de bœuf grillée saignante, sauce échalotes confites au vin rouge, frites maison et salade verte.",Pizza,102,739,11,false,false,false,Poisson,true,https://images.unsplash.com/photo-1608835291093-394b0c943a75?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxMHx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
71,bruschetta-tomate-basilic,Bruschetta Tomate Basilic,8.9,"Pain de campagne grillé, tomates fraîches marinées à l'ail, basilic, huile d'olive extra vierge et parmesan. Entrée italienne.",Salade,91,734,20,false,false,false,Fruits à coque,true,https://images.unsplash.com/photo-1576867757603-05b134ebc379?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxMXx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
72,burger-raclette,Burger Raclette,16.5,"Steak 180g, raclette fondue généreuse, bacon, pommes de terre sautées, oignons caramélisés et cornichons. Pain brioché.",Entrée,104,775,12,false,false,false,,true,https://images.unsplash.com/photo-1523218345414-cd47aea19ba6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxMnx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
73,risotto-aux-gambas,Risotto aux Gambas,21.9,"Riz carnaroli crémeux, gambas rôties, bisque de homard, tomates cerises, safran, parmesan et persil plat.",Pâtes,110,392,17,false,false,true,,true,https://images.unsplash.com/photo-1517244683847-7456b63c5969?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxM3x8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
74,crepe-complete,Crêpe Complète,11.5,"Galette de sarrasin, jambon de pays, œuf au plat, emmental râpé et beurre salé. Spécialité bretonne authentique.",Plat principal,93,249,14,true,true,true,Moutarde;Lactose,true,https://images.unsplash.com/photo-1489391013510-49401c8a3b6c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxNHx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
75,salade-burrata,Salade Burrata,15.9,"Burrata crémeuse, tomates multicolores, roquette, pesto de basilic, pignons de pin et huile d'olive italienne.",Accompagnement,94,468,25,false,false,false,,true,https://images.unsplash.com/photo-1600289031464-74d374b64991?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxNXx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
76,pizza-vegane,Pizza Végane,13.9,"Base sauce tomate, fromage végétal, légumes grillés de saison, olives noires, roquette et pesto végétal.",Plat principal,81,756,10,false,false,false,,false,https://images.unsplash.com/photo-1497888329096-51c27beff665?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxNnx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
77,spring-rolls-vegetariens,Spring Rolls Végétariens,8.9,"6 rouleaux de printemps frais, vermicelles de riz, légumes croquants, menthe et coriandre. Enroulés dans galette de riz, sauce cacahuète.",Dessert,97,228,14,false,false,true,Œufs,true,https://images.unsplash.com/photo-1588166524941-3bf61a9c41db?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxN3x8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
78,tacos-viande-hachee,Tacos Viande Hachée,10.5,"Galette généreuse, viande hachée épicée, frites croustillantes, cheddar fondu, sauce samouraï et sauce blanche. Gratiné parfaitement.",Boisson,107,384,28,false,false,false,Gluten,false,https://images.unsplash.com/photo-1555126634-323283e090fa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxOHx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
79,salade-de-quinoa,Salade de Quinoa,12.9,"Quinoa bio, avocat, tomates cerises, concombre, feta, grenade, menthe fraîche et vinaigrette citron-huile d'olive.",Burger,82,632,26,true,false,true,Gluten,true,https://images.unsplash.com/photo-1547573854-74d2a71d0826?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxOXx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
80,burger-bbq-pulled-pork,Burger BBQ Pulled Pork,15.5,"Effiloché de porc mijoté 8h sauce barbecue, coleslaw croquant, oignons frits, cheddar et cornichons. Pain brioché grillé.",Plat principal,112,520,16,true,false,false,Sésame,true,https://images.unsplash.com/photo-1611599537845-1c7aca0091c0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyMHx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
81,pizza-paysanne,Pizza Paysanne,14.5,"Base crème fraîche, mozzarella, pommes de terre fines, lardons fumés, reblochon fondu, oignons et romarin. Savoyarde gourmande.",Pizza,112,258,13,true,false,false,Soja;Gluten,true,https://images.unsplash.com/photo-1494859802809-d069c3b71a8a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyMXx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
82,pave-de-cabillaud,Pavé de Cabillaud,19.9,"Cabillaud rôti au four, écrasé de pommes de terre à l'huile d'olive, fondue de poireaux et sauce vierge aux herbes.",Entrée,82,682,14,true,false,false,,true,https://images.unsplash.com/photo-1511690656952-34342bb7c2f2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyMnx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
83,bibimbap-coreen,Bibimbap Coréen,14.9,"Bol de riz chaud, bœuf mariné, légumes sautés colorés, œuf au plat, kimchi fermenté et sauce gochujang piquante.",Burger,116,507,24,false,false,false,,true,https://images.unsplash.com/photo-1598532213919-078e54dd1f40?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyM3x8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
84,churros,Churros,6.9,6 churros espagnols croustillants saupoudrés de sucre et cannelle. Servis avec sauce au chocolat noir chaud pour tremper.,Salade,91,277,26,false,false,false,Gluten;Œufs,true,https://images.unsplash.com/photo-1636475735446-bfc801fa6f2c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyNHx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
85,tiramisu-maison,Tiramisu Maison,7.5,"Biscuits imbibés de café corsé, crème mascarpone légère, cacao amer saupoudré. Recette italienne traditionnelle, texture aérienne.",Pâtes,85,362,28,false,false,false,Céleri,true,https://images.unsplash.com/photo-1473093295043-cdd812d0e601?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyNXx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
86,fondant-au-chocolat,Fondant au Chocolat,8.5,"Gâteau au chocolat noir 70% à cœur coulant, servie tiède avec boule de glace vanille bourbon et coulis de fruits rouges.",Salade,107,262,12,true,false,false,,false,https://images.unsplash.com/photo-1592417817098-8fd3d9eb14a5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyNnx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
87,creme-brulee,Crème Brûlée,7.9,"Crème onctueuse à la vanille de Madagascar, caramélisée au chalumeau pour obtenir une croûte craquante. Dessert incontournable.",Dessert,89,216,14,true,true,false,Soja;Poisson,false,https://images.unsplash.com/photo-1556909114-a1d34f47412c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyN3x8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
88,tarte-tatin,Tarte Tatin,8.9,"Pommes caramélisées au beurre salé et sucre, pâte feuilletée croustillante. Servie tiède avec crème fraîche épaisse ou glace vanille.",Pâtes,115,251,15,false,false,true,,true,https://images.unsplash.com/photo-1594998893017-36147cbcae05?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyOHx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
89,cheesecake-new-york,Cheesecake New York,8.5,"Cheesecake crémeux au fromage frais, base sablée aux spéculoos, coulis de fruits rouges acidulé. Onctuosité parfaite.",Pizza,120,238,16,true,false,false,,false,https://images.unsplash.com/photo-1533777857889-4be7c70b33f7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyOXx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
90,profiteroles,Profiteroles,9.5,"Choux garnis de glace vanille, nappés de sauce au chocolat chaud, chantilly maison et éclats d'amandes grillées.",Dessert,105,592,12,false,false,false,Gluten;Céleri,true,https://images.unsplash.com/photo-1516213335993-159eca2981af?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwzMHx8bWVhbHxlbnwwfHx8fDE3NTk5NDU5MDR8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
91,panna-cotta,Panna Cotta,7.5,"Crème italienne délicate à la vanille, texture soyeuse et tremblotante. Accompagnée d'un coulis de fruits de saison.",Pâtes,93,340,11,false,false,false,Soja,true,https://images.unsplash.com/photo-1482049016688-2d3e1b311543?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxfHxmb29kfGVufDB8fHx8MTc1OTk0NTkzOHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
92,tarte-au-citron-meringuee,Tarte au Citron Meringuée,8.9,"Pâte sablée croustillante, crème au citron acidulée, meringue italienne dorée au chalumeau. Équilibre sucré-acidulé parfait.",Plat principal,115,615,13,true,true,false,Gluten,true,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwyfHxmb29kfGVufDB8fHx8MTc1OTk0NTkzOHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
93,mousse-au-chocolat,Mousse au Chocolat,6.9,"Mousse légère et aérienne au chocolat noir intense, chantilly vanille et copeaux de chocolat. Classique réconfortant.",Plat principal,99,698,24,false,false,true,Œufs,true,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwzfHxmb29kfGVufDB8fHx8MTc1OTk0NTkzOHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
94,cafe-gourmand,Café Gourmand,9.9,"Espresso italien accompagné d'une trilogie de mini-desserts : brownie, crème brûlée et macaron. Parfait pour finir en douceur.",Entrée,117,498,22,true,false,false,Œufs;Moutarde,true,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHw0fHxmb29kfGVufDB8fHx8MTc1OTk0NTkzOHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
95,brownie-chocolat-noix,Brownie Chocolat Noix,7.5,"Brownie fondant au chocolat noir, noix de pécan croquantes, servie tiède avec glace vanille et caramel au beurre salé.",Pizza,89,496,29,false,false,true,Gluten,true,https://images.unsplash.com/photo-1504674900247-0877df9cc836?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHw1fHxmb29kfGVufDB8fHx8MTc1OTk0NTkzOHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
96,crepe-sucre,Crêpe Sucre,5.5,"Crêpe fine bretonne au froment, saupoudrée de sucre cristallisé et beurre demi-sel. Simplicité gourmande garantie.",Pizza,104,731,14,false,false,false,,true,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHw2fHxmb29kfGVufDB8fHx8MTc1OTk0NTkzOHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
97,crepe-nutella-banane,Crêpe Nutella Banane,7.9,"Crêpe généreuse garnie de Nutella fondant, tranches de banane fraîche, chantilly maison et éclats de noisettes.",Accompagnement,89,298,21,false,false,true,,true,https://images.unsplash.com/photo-1511690656952-34342bb7c2f2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHw3fHxmb29kfGVufDB8fHx8MTc1OTk0NTkzOHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
98,glace-artisanale-3-boules,Glace Artisanale 3 Boules,6.5,"Trio de glaces artisanales au choix : vanille bourbon, chocolat intense, fraise, pistache, caramel beurre salé ou fruits de saison.",Dessert,105,750,26,false,false,false,,true,https://images.unsplash.com/photo-1473093295043-cdd812d0e601?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHw4fHxmb29kfGVufDB8fHx8MTc1OTk0NTkzOHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
99,salade-de-fruits-frais,Salade de Fruits Frais,6.9,"Assortiment de fruits de saison coupés minute : ananas, kiwi, fraises, mangue, melon et raisin. Menthe fraîche et sirop léger.",Entrée,95,634,19,false,false,false,,true,https://images.unsplash.com/photo-1484723091739-30a097e8f929?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHw5fHxmb29kfGVufDB8fHx8MTc1OTk0NTkzOHww&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
100,millefeuille-vanille,Millefeuille Vanille,8.9,"Feuilletage croustillant caramélisé, crème pâtissière vanille onctueuse, glaçage fondant. Pâtisserie française classique et raffinée.",Accompagnement,116,254,24,true,true,false,Œufs,true,https://images.unsplash.com/photo-1498837167922-ddd27525d352?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MTM5MDN8MHwxfHNlYXJjaHwxMHx8Zm9vZHxlbnwwfHx8fDE3NTk5NDU5Mzh8MA&ixlib=rb-4.1.0&q=80&w=1080,2025-10-12 10:52:05.465853+00
102,risotto-cremeux-aux-champignons-sauvages,Risotto Crémeux aux Champignons Sauvages,14.5,"Un risotto onctueux préparé avec du riz Arborio, des champignons sauvages et une touche de parmesan, pour une expérience gourmande et réconfortante.",Plat principal,97,620,35,true,true,false,Lactose;Gluten,true,https://plus.unsplash.com/premium_photo-1694850980302-f568e6de0f6d?fm=jpg&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8bXVzaHJvb20lMjByaXNvdHRvfGVufDB8fDB8fHww&ixlib=rb-4.1.0&q=60&w=3000,2025-10-27 12:23:02.509089+00
104,tacos-de-saumon-a-la-mangue,Tacos de Saumon à la Mangue,12.9,"Des tacos gourmands garnis de saumon grillé, de salsa à la mangue fraîche et d'une sauce citronnée, le tout servi dans une tortilla de maïs croustillante.",Plat principal,90,540,10,false,true,false,,true,https://images.unsplash.com/photo-1617196034796-73dfa7b1fd56,2025-10-27 13:39:14.045932+00